Date	Location	Service Category	Service Name	geni.us Link	Booked?	Supplier / Notes
Thu 15 Apr	Mount Cook → Christchurch (Inland Scenic Route)	🏡 Accommodation (3★)	Orari B&B	https://geni.us/OrariChCh		
Thu 15 Apr	Mount Cook → Christchurch (Inland Scenic Route)	🏡 Accommodation (4★)	Hotel Montreal	https://geni.us/HotelMontrealChch		
Thu 15 Apr	Mount Cook → Christchurch (Inland Scenic Route)	🏡 Accommodation (5★)	The George Hotel	https://geni.us/TheGeorgeChCh		
Thu 15 Apr	Mount Cook → Christchurch (Inland Scenic Route)	🏡 Accommodation (4★)	Mayfair Hotel Christchurch	https://geni.us/MayfairChCh		
Fri 16 Apr	Christchurch & Banks Peninsula	✨ Special Activity	Akaroa Day Tour & Harbour Cruise	https://geni.us/ChchAkaroaDayTour		
Fri 16 Apr	Christchurch & Banks Peninsula	✨ Special Activity	Akaroa Hector's Dolphin Swim	https://geni.us/AkaroaDolphinSwim		
Fri 16 Apr	Christchurch & Banks Peninsula	✨ Special Activity	Christchurch Gondola & Tram	https://geni.us/ChchGondolaTram		
Fri 16 Apr	Christchurch & Banks Peninsula	✨ Special Activity	TranzAlpine Day Tour (Arthur's Pass)	https://geni.us/TranzAlpDayTour		
Fri 16 Apr	Christchurch & Banks Peninsula	✨ Special Activity	Hot Air Balloon over Canterbury	https://geni.us/ChchHotAirBalloon		
Sat 17 Apr	Christchurch → Auckland → Home	✈️ Flight	Drop rental car at Christchurch Airport · fly Christchurch → Auckland · connect to international flight home	No		Self-arranged
Sat 17 Apr	Christchurch → Auckland → Home	🚖 Airport Transfer	Airport → Christchurch → Auckland → Home	https://geni.us/AirportTransfers		
Sat 17 Apr	Christchurch → Auckland → Home	🚗 Rental Car	Self-drive to Christchurch Airport (car drop) · flight CHC → AKL · international connection	https://geni.us/RentalCarOptions		
Sat 17 Apr	Christchurch → Auckland → Home	✈️ Flight	International Departure – Auckland (AKL) – Air New Zealand NZ00028 · 07:50pm	No		Self-arranged
Sat 17 Apr	Christchurch → Auckland → Home	🚖 Airport Transfer	Christchurch → Auckland → Home → Airport	https://geni.us/AirportTransfers		
Sat 17 Apr	Christchurch → Auckland → Home	🎥 YouTube	NZ Trip Planning & Setup	https://geni.us/NZTripSetup		
Sat 17 Apr	Christchurch → Auckland → Home	🎥 YouTube	Sample NZ Itineraries	https://geni.us/NZTravelPlans		
Sat 17 Apr	Christchurch → Auckland → Home	🎥 YouTube	NZ Road Trips & Scenic Drives	https://geni.us/NZRoadTrips		
Sat 17 Apr	Christchurch → Auckland → Home	🎥 YouTube	Visit Places in NZ	https://geni.us/NZVisitPlaces		
Sat 17 Apr	Christchurch → Auckland → Home	🎥 YouTube	Best Things To Do in NZ	https://geni.us/NZMustDo		
Sat 17 Apr	Christchurch → Auckland → Home	🎥 YouTube	Virtual Journeys YouTube	https://www.youtube.com/@virtualjourneysnz		
